Date,Open,High,Low,Close,Volume
2020-03-05 00:00:00-05:00,259.3497504134284,262.2273168585585,255.01028906633948,257.0828857421875,6220000
2020-03-06 00:00:00-05:00,249.19040596623458,253.94621577388443,246.6737039389704,252.77114868164062,6669100
2020-03-09 00:00:00-04:00,234.9137119729007,241.4830341530493,232.3785004136716,233.26675415039062,16425900
2020-03-10 00:00:00-04:00,242.14259879671104,245.2381591796875,232.40036527161814,245.2381591796875,10879100
2020-03-11 00:00:00-04:00,238.591508128575,239.57688338186313,230.1879031981098,233.07896423339844,11480100
2020-03-12 00:00:00-04:00,218.40059899276267,226.5253077802943,209.91333196930037,210.53616333007812,24669300
2020-03-13 00:00:00-04:00,223.71788319296874,230.33664082499254,212.04209152023782,230.2064971923828,19533600
2020-03-16 00:00:00-04:00,207.16166067051176,218.2425067474068,202.78323219445082,203.18296813964844,17271500
2020-03-17 00:00:00-04:00,207.99831504982564,217.4802465749552,201.35167065614837,216.48558044433594,15115500
2020-03-18 00:00:00-04:00,200.8682931987463,208.91864556806397,193.64528559447717,204.65176391601562,20177500
2020-03-19 00:00:00-04:00,203.0527968086871,210.08988516919638,197.17772421003068,204.82833862304688,12441200
2020-03-20 00:00:00-04:00,207.115196004248,208.75128937164817,195.26277808286804,195.90420532226562,11533200
2020-03-23 00:00:00-04:00,194.87238992541307,195.941426102428,186.43160560957094,189.8897247314453,14128200
2020-03-24 00:00:00-04:00,201.15643963248434,208.5095898641856,199.70626376665317,207.99830627441406,13160800
2020-03-25 00:00:00-04:00,209.16031007217458,218.9304154495375,204.8097824312772,210.666259765625,11876400
2020-03-26 00:00:00-04:00,213.12972474741204,224.44297249717616,212.73929384727845,223.32745361328125,12411100
2020-03-27 00:00:00-04:00,216.31824035394703,222.7696762622638,214.42185976186533,216.46697998046875,11170600
2020-03-30 00:00:00-04:00,218.3819823542899,224.12692699176657,216.5692622688943,223.46690368652344,8727800
2020-03-31 00:00:00-04:00,222.5930506353356,224.90776320951005,218.86535415722503,220.14820861816406,10386300
2020-04-01 00:00:00-04:00,211.8747533387822,214.7844103141368,208.35157020827074,210.22935485839844,13710100
2020-04-02 00:00:00-04:00,209.46710694428094,215.8348686856379,208.90004946393532,215.14697265625,6547000
2020-04-03 00:00:00-04:00,214.20807180661285,216.32757632561692,209.47640346612746,211.96774291992188,5490200
2020-04-06 00:00:00-04:00,220.27833006389065,228.0312014936584,219.32082767604717,226.38580322265625,7624000
2020-04-07 00:00:00-04:00,234.1852016788548,235.00325551522238,226.32078115047656,226.50669860839844,12936600
2020-04-08 00:00:00-04:00,228.90506814397543,235.23565180396272,226.8692386812463,234.19448852539062,6958600
2020-04-09 00:00:00-04:00,237.15991997328263,240.19973490423735,235.31931305388022,237.67120361328125,8812600
2020-04-13 00:00:00-04:00,236.7136875552411,237.00186170464315,231.82398955328588,235.3657684326172,7666400
2020-04-14 00:00:00-04:00,240.0603123669598,243.21167546410783,239.10282383673183,242.55166625976562,6631100
2020-04-15 00:00:00-04:00,237.12274473545654,238.81461203533712,235.29142870428166,237.271484375,4888900
2020-04-16 00:00:00-04:00,238.452060275055,239.18642494317947,235.56098521657174,238.47064208984375,6165700
2020-04-17 00:00:00-04:00,243.8437147163507,245.41474318277483,241.23153733306845,245.05218505859375,6738800
2020-04-20 00:00:00-04:00,241.37098970431697,244.5781257739411,240.37630943122397,240.6365966796875,6498700
2020-04-21 00:00:00-04:00,236.35119628117252,237.50390732032514,232.40038965700347,233.28350830078125,6526100
2020-04-22 00:00:00-04:00,237.81997255177797,240.05102484175947,236.56500475212624,238.4149169921875,5626800
2020-04-23 00:00:00-04:00,239.604750269299,242.5329888761543,238.1638795105997,238.36839294433594,7665400
2020-04-24 00:00:00-04:00,239.83720760539205,242.3471432187054,237.9222306204035,241.82656860351562,4768200
2020-04-27 00:00:00-04:00,243.56487593811818,246.26071436906344,243.15584904578895,245.32180786132812,3892200
2020-04-28 00:00:00-04:00,248.64981781553442,248.93799200912505,243.83446051627485,244.18771362304688,5849500
